year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,latitude,longitude,ontime_flight_chance,total_flights
YYYY format,MM format (1-12),Code assigned by US DOT to identify a unique airline carrier.,"Unique airline (carrier) is defined as one holding and reporting under the same DOT certificate regardless of its Code, Name, or holding company/corporation.",A three character alpha-numeric code issued by the U.S. Department of Transportation which is the official designation of the airport.,A place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal,,,Carrier Count for airline cause of delay,Weather Count for airline cause of delay,NAS (National Air System) Count for airline cause of delay,Security Count for airline cause of delay,Late Aircraft Delay Count for airline cause of delay,,,Difference in minutes between scheduled and actual arrival time. Early arrivals show negative numbers.,"Carrier Delay, in Minutes","Weather Delay, in Minutes","National Air System Delay, in Minutes","Security Delay, in Minutes","Late Aircraft Delay, in Minutes",,,,
2022,2,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",14819.0,1602.0,584.39,82.95,500.38,6.3,427.97,165.0,5.0,107246.0,53941.0,9186.0,17248.0,366.0,26505.0,33.63740085,-84.42981606522355,89.0,16591.0
2022,1,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16416.0,1993.0,748.45,97.55,551.26,1.49,594.26,536.0,70.0,140986.0,69162.0,10598.0,24198.0,67.0,36961.0,33.63740085,-84.42981606522355,86.0,19015.0
2022,12,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",831.0,181.0,80.99,4.01,44.01,0.0,52.0,15.0,3.0,12139.0,6489.0,268.0,1824.0,0.0,3558.0,32.89595056,-97.0372,81.0,1030.0
2022,11,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",834.0,159.0,73.73,2.19,60.12,0.0,22.96,3.0,5.0,11175.0,6383.0,580.0,2721.0,0.0,1491.0,32.89595056,-97.0372,83.0,1001.0
2022,10,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",875.0,133.0,60.77,1.1,48.3,0.0,22.83,3.0,4.0,8231.0,4380.0,21.0,2478.0,0.0,1352.0,32.89595056,-97.0372,86.0,1015.0
2022,9,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",865.0,92.0,48.05,1.3,21.03,0.0,21.62,0.0,1.0,6350.0,3543.0,57.0,1168.0,0.0,1582.0,32.89595056,-97.0372,90.0,958.0
2022,8,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",921.0,181.0,73.68,8.05,52.37,0.0,46.9,10.0,13.0,13806.0,6001.0,345.0,3337.0,0.0,4123.0,32.89595056,-97.0372,82.0,1125.0
2022,7,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",891.0,181.0,84.47,7.51,39.78,0.0,49.24,6.0,1.0,14335.0,7782.0,685.0,1875.0,0.0,3993.0,32.89595056,-97.0372,83.0,1079.0
2022,6,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",913.0,161.0,78.54,7.21,33.79,0.0,41.46,43.0,3.0,11377.0,5861.0,675.0,1807.0,0.0,3034.0,32.89595056,-97.0372,82.0,1120.0
2022,5,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",973.0,178.0,78.75,4.02,45.1,0.0,50.13,21.0,8.0,13006.0,6742.0,269.0,2202.0,0.0,3793.0,32.89595056,-97.0372,82.0,1180.0
2022,4,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",939.0,189.0,93.41,2.0,41.11,0.0,52.48,9.0,11.0,13462.0,7766.0,211.0,1754.0,0.0,3731.0,32.89595056,-97.0372,82.0,1148.0
2022,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",965.0,210.0,83.52,3.44,67.78,0.0,55.26,3.0,5.0,16186.0,8007.0,563.0,2993.0,0.0,4623.0,32.89595056,-97.0372,82.0,1183.0
2022,2,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",816.0,138.0,53.76,5.23,43.14,0.0,35.87,114.0,2.0,10989.0,4857.0,513.0,2496.0,0.0,3123.0,32.89595056,-97.0372,76.0,1070.0
2022,1,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",877.0,137.0,77.58,3.69,33.23,0.0,22.49,31.0,1.0,7991.0,4976.0,236.0,1291.0,0.0,1488.0,32.89595056,-97.0372,84.0,1046.0
2023,12,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1008.0,109.0,53.53,2.0,22.29,0.0,31.18,0.0,0.0,6925.0,3920.0,114.0,672.0,0.0,2219.0,32.89595056,-97.0372,90.0,1117.0
2023,11,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",989.0,124.0,66.29,1.0,36.23,1.0,19.48,0.0,0.0,6253.0,4285.0,35.0,1001.0,37.0,895.0,32.89595056,-97.0372,89.0,1113.0
2023,10,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1006.0,166.0,73.91,1.44,71.84,0.0,18.81,1.0,6.0,8954.0,4708.0,117.0,2869.0,0.0,1260.0,32.89595056,-97.0372,85.0,1179.0
2023,9,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",902.0,197.0,85.3,1.93,62.5,0.0,47.26,11.0,4.0,13776.0,6897.0,403.0,2333.0,0.0,4143.0,32.89595056,-97.0372,81.0,1114.0
2023,8,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",953.0,219.0,104.36,4.02,51.67,0.0,58.95,15.0,5.0,13855.0,7495.0,299.0,2232.0,0.0,3829.0,32.89595056,-97.0372,80.0,1192.0
2023,7,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",927.0,281.0,132.58,10.89,72.48,0.0,65.05,19.0,0.0,21042.0,10620.0,859.0,3624.0,0.0,5939.0,32.89595056,-97.0372,76.0,1227.0
2023,6,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",906.0,240.0,99.56,7.71,73.87,0.0,58.86,18.0,6.0,15749.0,7102.0,299.0,4007.0,0.0,4341.0,32.89595056,-97.0372,77.0,1170.0
2023,5,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",935.0,146.0,66.7,2.44,48.38,0.0,28.48,3.0,7.0,7449.0,4032.0,242.0,1604.0,0.0,1571.0,32.89595056,-97.0372,86.0,1091.0
2023,4,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",883.0,194.0,78.01,2.19,76.46,0.0,37.34,25.0,7.0,12116.0,5470.0,367.0,3618.0,0.0,2661.0,32.89595056,-97.0372,80.0,1109.0
2023,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",883.0,221.0,95.52,2.98,75.45,1.0,46.05,19.0,9.0,15388.0,8758.0,651.0,3031.0,35.0,2913.0,32.89595056,-97.0372,78.0,1132.0
2023,2,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",771.0,154.0,68.17,3.77,43.27,0.0,38.79,39.0,0.0,10349.0,5446.0,316.0,1729.0,0.0,2858.0,32.89595056,-97.0372,80.0,964.0
2023,1,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",834.0,192.0,74.13,4.77,58.08,0.0,55.02,31.0,3.0,12499.0,5039.0,960.0,2795.0,0.0,3705.0,32.89595056,-97.0372,79.0,1060.0
2024,4,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4216.0,883.0,209.8,21.35,289.47,3.75,358.62,12.0,9.0,71580.0,18356.0,3018.0,11945.0,151.0,38110.0,41.9782523,-87.90923552598412,82.0,5120.0
2024,4,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13269.0,3343.0,700.26,210.08,985.45,8.41,1438.8,270.0,77.0,312907.0,79064.0,30134.0,67816.0,280.0,135613.0,32.89595056,-97.0372,78.0,16959.0
2024,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",731.0,222.0,64.1,8.39,74.38,0.0,75.13,5.0,0.0,13056.0,4504.0,464.0,2514.0,0.0,5574.0,39.8606676,-104.68536732610298,76.0,958.0
2024,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1191.0,238.0,81.16,10.63,67.7,1.54,76.96,7.0,6.0,19965.0,7275.0,1691.0,3296.0,78.0,7625.0,40.6429479,-73.7793733748521,83.0,1442.0
2024,4,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",868.0,394.0,70.37,12.28,198.05,3.0,110.3,5.0,3.0,26894.0,5465.0,2055.0,9086.0,231.0,10057.0,37.622452,-122.38398938548364,68.0,1270.0
2024,4,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",385.0,80.0,32.55,4.02,10.88,0.0,32.55,4.0,0.0,4603.0,1795.0,318.0,391.0,0.0,2099.0,47.44898194,-122.3093131,82.0,469.0
2024,4,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1535.0,353.0,105.53,11.23,77.88,0.39,157.97,21.0,0.0,28155.0,7768.0,1086.0,6612.0,16.0,12673.0,28.412903550000003,-81.30944309752753,80.0,1909.0
2024,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4959.0,931.0,275.56,34.85,256.7,1.67,362.23,34.0,7.0,87432.0,25514.0,4388.0,17115.0,74.0,40341.0,25.7949789,-80.28672341095405,84.0,5931.0
2024,2,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3591.0,533.0,171.1,8.33,141.52,0.74,211.3,8.0,15.0,51078.0,18397.0,1165.0,5630.0,31.0,25855.0,41.9782523,-87.90923552598412,87.0,4147.0
2024,2,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12582.0,2281.0,632.88,56.48,707.5,7.98,876.16,12.0,7.0,184646.0,77509.0,5790.0,22056.0,343.0,78948.0,32.89595056,-97.0372,85.0,14882.0
2024,2,AA,American Airlines Network,DEN,"Denver, CO: Denver International",653.0,138.0,45.69,1.45,41.81,1.68,47.38,0.0,0.0,8553.0,2400.0,150.0,1800.0,62.0,4141.0,39.8606676,-104.68536732610298,83.0,791.0
2024,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1207.0,222.0,85.76,1.26,57.52,2.94,74.52,4.0,4.0,20237.0,8915.0,1149.0,1828.0,205.0,8140.0,40.6429479,-73.7793733748521,84.0,1437.0
2024,2,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",725.0,240.0,55.72,9.33,134.8,1.06,39.1,0.0,5.0,12711.0,3366.0,529.0,5798.0,52.0,2966.0,37.622452,-122.38398938548364,75.0,970.0
2024,2,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",347.0,66.0,34.33,0.87,16.29,0.0,14.51,0.0,1.0,3124.0,1796.0,23.0,493.0,0.0,812.0,47.44898194,-122.3093131,84.0,414.0
2024,2,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1498.0,304.0,89.46,5.5,103.39,0.73,104.92,1.0,1.0,18551.0,5454.0,395.0,4883.0,17.0,7802.0,28.412903550000003,-81.30944309752753,83.0,1804.0
2024,2,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4906.0,869.0,258.01,13.61,344.53,7.73,245.12,7.0,14.0,63665.0,26225.0,1436.0,13003.0,376.0,22625.0,25.7949789,-80.28672341095405,85.0,5796.0
2024,1,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3687.0,902.0,221.35,44.49,221.56,6.7,407.89,75.0,8.0,95644.0,32564.0,6336.0,11751.0,236.0,44757.0,41.9782523,-87.90923552598412,79.0,4672.0
2024,1,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13036.0,4076.0,856.61,224.95,1300.94,14.66,1678.84,263.0,31.0,408521.0,125584.0,29299.0,66645.0,517.0,186476.0,32.89595056,-97.0372,75.0,17406.0
2024,1,AA,American Airlines Network,DEN,"Denver, CO: Denver International",687.0,227.0,83.91,12.36,47.04,0.35,83.35,10.0,0.0,14659.0,4768.0,1298.0,1722.0,27.0,6844.0,39.8606676,-104.68536732610298,74.0,924.0
2024,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1295.0,293.0,103.67,15.31,81.22,1.29,91.51,11.0,4.0,28803.0,12436.0,1852.0,3632.0,47.0,10836.0,40.6429479,-73.7793733748521,81.0,1603.0
2024,1,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",752.0,246.0,63.03,15.32,79.94,2.02,85.7,6.0,1.0,18195.0,5098.0,1223.0,3505.0,77.0,8292.0,37.622452,-122.38398938548364,75.0,1005.0
2024,1,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",383.0,110.0,39.84,9.34,32.5,0.25,28.07,2.0,1.0,7767.0,2431.0,1563.0,1297.0,21.0,2455.0,47.44898194,-122.3093131,77.0,496.0
2024,1,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1577.0,501.0,121.57,26.65,145.96,2.23,204.6,20.0,2.0,36297.0,9004.0,3255.0,7406.0,78.0,16554.0,28.412903550000003,-81.30944309752753,75.0,2100.0
2024,1,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5281.0,1552.0,398.96,55.84,650.19,4.09,442.92,69.0,5.0,122579.0,44375.0,7237.0,25998.0,266.0,44703.0,25.7949789,-80.28672341095405,76.0,6907.0
2024,7,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4954.0,1636.0,394.79,62.6,480.91,3.75,693.96,114.0,33.0,152169.0,43764.0,7819.0,25945.0,154.0,74487.0,41.9782523,-87.90923552598412,74.0,6737.0
2024,7,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",15201.0,5023.0,1355.87,182.22,884.84,11.95,2588.13,263.0,43.0,500282.0,163591.0,16889.0,40092.0,557.0,279153.0,32.89595056,-97.0372,74.0,20530.0
2024,7,AA,American Airlines Network,DEN,"Denver, CO: Denver International",724.0,297.0,95.13,8.95,40.07,0.0,152.85,20.0,3.0,24698.0,8537.0,1107.0,1932.0,0.0,13122.0,39.8606676,-104.68536732610298,69.0,1044.0
2024,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1167.0,341.0,85.66,16.63,109.48,1.68,127.55,24.0,8.0,36903.0,10232.0,1674.0,7475.0,55.0,17467.0,40.6429479,-73.7793733748521,76.0,1540.0
2024,7,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",971.0,393.0,137.17,14.02,60.68,1.34,179.79,15.0,1.0,32602.0,11772.0,1626.0,3442.0,52.0,15710.0,37.622452,-122.38398938548364,70.0,1380.0
2024,7,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",611.0,261.0,100.44,10.79,49.74,0.53,99.51,10.0,1.0,19816.0,7237.0,1340.0,2252.0,24.0,8963.0,47.44898194,-122.3093131,69.0,883.0
2024,7,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1529.0,621.0,184.11,27.88,106.79,0.78,301.43,29.0,13.0,54462.0,15971.0,3169.0,6418.0,55.0,28849.0,28.412903550000003,-81.30944309752753,70.0,2192.0
2024,7,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4952.0,1422.0,506.59,64.35,252.06,5.75,593.25,81.0,20.0,161654.0,67026.0,5416.0,13833.0,289.0,75090.0,25.7949789,-80.28672341095405,76.0,6475.0
2024,5,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4485.0,1494.0,362.93,72.76,496.07,2.85,559.39,93.0,55.0,156131.0,42770.0,10898.0,31726.0,110.0,70627.0,41.9782523,-87.90923552598412,73.0,6127.0
2024,5,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14604.0,5115.0,1010.42,325.41,1685.74,9.34,2084.08,1135.0,192.0,589332.0,141366.0,64550.0,139958.0,411.0,243047.0,32.89595056,-97.0372,69.0,21046.0
2024,5,AA,American Airlines Network,DEN,"Denver, CO: Denver International",762.0,341.0,90.48,15.66,97.13,4.91,132.81,31.0,4.0,29270.0,9326.0,2239.0,4872.0,249.0,12584.0,39.8606676,-104.68536732610298,67.0,1138.0
2024,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1229.0,349.0,120.51,11.36,83.0,0.09,134.04,14.0,5.0,34414.0,11362.0,1285.0,4393.0,6.0,17368.0,40.6429479,-73.7793733748521,77.0,1597.0
2024,5,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",911.0,491.0,123.59,17.95,195.42,0.7,153.35,25.0,3.0,39961.0,13887.0,2044.0,8987.0,31.0,15012.0,37.622452,-122.38398938548364,64.0,1430.0
2024,5,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",479.0,216.0,75.42,14.08,51.74,1.61,73.15,26.0,2.0,17012.0,4971.0,1745.0,2892.0,109.0,7295.0,47.44898194,-122.3093131,66.0,723.0
2024,5,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1535.0,557.0,146.26,23.51,125.26,2.59,259.38,28.0,8.0,42997.0,10296.0,3001.0,7331.0,196.0,22173.0,28.412903550000003,-81.30944309752753,72.0,2128.0
2024,5,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5180.0,1412.0,411.79,48.87,367.18,12.32,571.84,65.0,13.0,146755.0,54718.0,7286.0,19090.0,476.0,65185.0,25.7949789,-80.28672341095405,78.0,6670.0
2024,6,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4731.0,1451.0,374.93,64.7,369.0,2.98,639.39,93.0,18.0,151772.0,47767.0,9539.0,21057.0,155.0,73254.0,41.9782523,-87.90923552598412,75.0,6293.0
2024,6,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14670.0,4212.0,1098.72,247.86,801.04,12.83,2051.55,358.0,88.0,409579.0,130710.0,25474.0,38838.0,512.0,214045.0,32.89595056,-97.0372,76.0,19328.0
2024,6,AA,American Airlines Network,DEN,"Denver, CO: Denver International",713.0,272.0,97.17,8.01,57.99,0.0,108.84,10.0,6.0,22408.0,7664.0,555.0,3242.0,0.0,10947.0,39.8606676,-104.68536732610298,71.0,1001.0
2024,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1135.0,347.0,96.92,17.22,117.93,0.29,114.64,28.0,13.0,38827.0,13526.0,2377.0,8623.0,14.0,14287.0,40.6429479,-73.7793733748521,75.0,1523.0
2024,6,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",858.0,327.0,106.21,9.29,76.26,1.17,134.07,13.0,2.0,25525.0,8517.0,1800.0,3681.0,70.0,11457.0,37.622452,-122.38398938548364,72.0,1200.0
2024,6,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",610.0,238.0,90.69,10.15,59.54,1.28,76.35,10.0,1.0,18532.0,6619.0,1465.0,3038.0,42.0,7368.0,47.44898194,-122.3093131,71.0,859.0
2024,6,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1493.0,539.0,152.62,25.48,110.8,1.83,248.27,34.0,13.0,41169.0,10132.0,2809.0,7580.0,74.0,20574.0,28.412903550000003,-81.30944309752753,72.0,2079.0
2024,6,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4807.0,1369.0,431.02,54.7,309.8,7.61,565.87,235.0,23.0,141812.0,48256.0,7632.0,18429.0,323.0,67172.0,25.7949789,-80.28672341095405,75.0,6434.0
2024,3,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3917.0,887.0,243.7,20.58,210.55,2.81,409.36,21.0,8.0,94991.0,36876.0,3264.0,8508.0,97.0,46246.0,41.9782523,-87.90923552598412,81.0,4833.0
2024,3,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14026.0,3651.0,833.72,199.53,988.46,14.36,1614.92,237.0,81.0,361570.0,101714.0,24485.0,49334.0,672.0,185365.0,32.89595056,-97.0372,78.0,17995.0
2024,3,AA,American Airlines Network,DEN,"Denver, CO: Denver International",715.0,199.0,57.82,8.06,35.66,0.53,96.92,7.0,0.0,16966.0,4834.0,478.0,1722.0,16.0,9916.0,39.8606676,-104.68536732610298,78.0,921.0
2024,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1274.0,334.0,95.37,13.69,123.51,2.09,99.34,9.0,5.0,31305.0,9754.0,1313.0,6551.0,63.0,13624.0,40.6429479,-73.7793733748521,79.0,1622.0
2024,3,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",805.0,308.0,53.22,9.23,138.29,1.6,105.65,3.0,1.0,19747.0,4470.0,1003.0,6040.0,94.0,8140.0,37.622452,-122.38398938548364,72.0,1117.0
2024,3,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",386.0,100.0,36.71,3.45,14.6,0.57,44.67,5.0,1.0,7234.0,2713.0,347.0,559.0,13.0,3602.0,47.44898194,-122.3093131,78.0,492.0
2024,3,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1627.0,524.0,131.12,15.22,156.07,2.93,218.66,12.0,1.0,41259.0,9882.0,1563.0,10012.0,193.0,19609.0,28.412903550000003,-81.30944309752753,75.0,2164.0
2024,3,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5235.0,1393.0,346.13,39.05,568.46,4.34,435.03,151.0,33.0,143080.0,47952.0,6856.0,30714.0,189.0,57369.0,25.7949789,-80.28672341095405,77.0,6812.0
2024,7,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1082.0,345.0,114.12,15.87,97.51,0.0,117.51,41.0,7.0,29312.0,8872.0,1885.0,5532.0,0.0,13023.0,28.412903550000003,-81.30944309752753,73.0,1475.0
2024,6,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1041.0,249.0,78.79,9.23,76.62,0.0,84.35,13.0,9.0,19331.0,5243.0,1310.0,4586.0,0.0,8192.0,28.412903550000003,-81.30944309752753,79.0,1312.0
2024,5,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1162.0,275.0,53.05,14.55,96.11,0.0,111.29,16.0,3.0,22179.0,3996.0,1608.0,5813.0,0.0,10762.0,28.412903550000003,-81.30944309752753,80.0,1456.0
2024,4,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1240.0,190.0,44.52,5.73,67.73,0.0,72.02,10.0,1.0,17013.0,2620.0,1112.0,6452.0,0.0,6829.0,28.412903550000003,-81.30944309752753,86.0,1441.0
2024,3,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1338.0,335.0,89.42,6.87,145.52,0.0,93.19,9.0,1.0,24742.0,6349.0,610.0,10640.0,0.0,7143.0,28.412903550000003,-81.30944309752753,80.0,1683.0
2024,2,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1197.0,182.0,64.05,1.35,59.76,0.0,56.83,4.0,0.0,12874.0,4896.0,119.0,3558.0,0.0,4301.0,28.412903550000003,-81.30944309752753,87.0,1383.0
2024,1,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1249.0,278.0,103.75,14.33,88.38,0.0,71.53,143.0,1.0,19651.0,7458.0,1920.0,4488.0,0.0,5785.0,28.412903550000003,-81.30944309752753,75.0,1671.0
2024,7,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4422.0,899.0,363.53,27.39,199.3,0.0,308.78,146.0,9.0,80225.0,37022.0,2994.0,9454.0,0.0,30755.0,37.622452,-122.38398938548364,81.0,5476.0
2024,6,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4027.0,1047.0,282.63,42.39,455.58,0.0,266.4,37.0,2.0,72324.0,21885.0,3820.0,23318.0,0.0,23301.0,37.622452,-122.38398938548364,79.0,5113.0
2024,5,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4035.0,1428.0,293.07,48.66,801.98,0.0,284.29,43.0,2.0,90920.0,22845.0,5043.0,36044.0,0.0,26988.0,37.622452,-122.38398938548364,73.0,5508.0
2024,4,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3889.0,1452.0,171.37,31.89,1021.12,0.0,227.62,19.0,3.0,102416.0,15888.0,2267.0,59879.0,0.0,24382.0,37.622452,-122.38398938548364,73.0,5363.0
2024,3,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4122.0,1477.0,211.44,22.96,980.43,0.0,262.18,25.0,2.0,101776.0,18152.0,1664.0,54704.0,0.0,27256.0,37.622452,-122.38398938548364,73.0,5626.0
2024,2,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3446.0,1202.0,151.17,28.13,849.15,0.0,173.56,44.0,13.0,97557.0,13585.0,3586.0,63001.0,0.0,17385.0,37.622452,-122.38398938548364,73.0,4705.0
2024,1,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3566.0,768.0,222.8,25.08,297.7,0.0,222.42,337.0,9.0,61892.0,20646.0,4616.0,12816.0,0.0,23814.0,37.622452,-122.38398938548364,76.0,4680.0
2024,7,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",1011.0,296.0,94.63,10.19,77.81,0.0,113.38,35.0,1.0,20730.0,7055.0,683.0,3679.0,0.0,9313.0,47.44898194,-122.3093131,75.0,1343.0
2024,6,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",899.0,281.0,85.54,6.91,99.58,0.0,88.97,8.0,1.0,16861.0,4390.0,891.0,3452.0,0.0,8128.0,47.44898194,-122.3093131,76.0,1189.0
2024,5,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",839.0,202.0,68.92,11.31,45.37,0.0,76.4,9.0,0.0,14859.0,4606.0,1466.0,1919.0,0.0,6868.0,47.44898194,-122.3093131,80.0,1050.0
2024,4,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",638.0,130.0,44.73,0.76,22.25,0.0,62.26,1.0,1.0,8199.0,2682.0,80.0,913.0,0.0,4524.0,47.44898194,-122.3093131,83.0,770.0
2024,3,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",625.0,111.0,43.59,0.0,17.74,0.0,49.67,2.0,0.0,5871.0,1971.0,0.0,554.0,0.0,3346.0,47.44898194,-122.3093131,85.0,738.0
2024,2,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",525.0,75.0,27.03,1.21,20.59,0.0,26.16,0.0,3.0,4705.0,1575.0,135.0,886.0,0.0,2109.0,47.44898194,-122.3093131,87.0,603.0
2024,1,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",571.0,99.0,43.21,4.66,16.17,0.0,34.97,54.0,0.0,7124.0,2707.0,474.0,801.0,0.0,3142.0,47.44898194,-122.3093131,79.0,724.0
