year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,latitude,longitude,ontime_flight_chance,total_flights
YYYY format,MM format (1-12),Code assigned by US DOT to identify a unique airline carrier.,"Unique airline (carrier) is defined as one holding and reporting under the same DOT certificate regardless of its Code, Name, or holding company/corporation.",A three character alpha-numeric code issued by the U.S. Department of Transportation which is the official designation of the airport.,A place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal,,,Carrier Count for airline cause of delay,Weather Count for airline cause of delay,NAS (National Air System) Count for airline cause of delay,Security Count for airline cause of delay,Late Aircraft Delay Count for airline cause of delay,,,Difference in minutes between scheduled and actual arrival time. Early arrivals show negative numbers.,"Carrier Delay, in Minutes","Weather Delay, in Minutes","National Air System Delay, in Minutes","Security Delay, in Minutes","Late Aircraft Delay, in Minutes",,,,
2023,1,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3937.0,831.0,208.18,18.02,270.0,4.6,330.2,57.0,3.0,74394.0,25488.0,1638.0,15134.0,316.0,31818.0,41.9782523,-87.90923552598412,82.0,4828.0
2022,12,AA,American Airlines Network,DEN,"Denver, CO: Denver International",672.0,222.0,66.78,11.07,52.81,1.63,89.71,9.0,0.0,14692.0,3816.0,1280.0,1897.0,55.0,7644.0,39.8606676,-104.68536732610298,74.0,903.0
2022,11,AA,American Airlines Network,DEN,"Denver, CO: Denver International",632.0,122.0,42.29,2.24,26.88,0.0,50.58,7.0,0.0,7957.0,2851.0,102.0,853.0,0.0,4151.0,39.8606676,-104.68536732610298,83.0,761.0
2022,10,AA,American Airlines Network,DEN,"Denver, CO: Denver International",685.0,122.0,53.38,2.28,21.25,1.8,43.29,4.0,0.0,7037.0,3240.0,285.0,636.0,32.0,2844.0,39.8606676,-104.68536732610298,84.0,811.0
2022,9,AA,American Airlines Network,DEN,"Denver, CO: Denver International",681.0,113.0,46.49,4.18,23.39,1.56,37.39,4.0,3.0,7639.0,3687.0,202.0,889.0,57.0,2804.0,39.8606676,-104.68536732610298,85.0,801.0
2022,8,AA,American Airlines Network,DEN,"Denver, CO: Denver International",754.0,174.0,57.53,11.43,37.97,0.0,67.07,18.0,1.0,10039.0,3062.0,863.0,1594.0,0.0,4520.0,39.8606676,-104.68536732610298,80.0,947.0
2022,7,AA,American Airlines Network,DEN,"Denver, CO: Denver International",727.0,257.0,88.04,5.82,71.85,1.27,90.02,21.0,8.0,15387.0,5754.0,575.0,3446.0,70.0,5542.0,39.8606676,-104.68536732610298,72.0,1013.0
2022,6,AA,American Airlines Network,DEN,"Denver, CO: Denver International",720.0,255.0,99.3,13.73,55.0,1.04,85.93,35.0,6.0,18290.0,6456.0,1621.0,2370.0,42.0,7801.0,39.8606676,-104.68536732610298,71.0,1016.0
2022,5,AA,American Airlines Network,DEN,"Denver, CO: Denver International",671.0,159.0,55.87,2.81,50.65,1.7,47.96,6.0,3.0,7884.0,2864.0,148.0,1981.0,36.0,2855.0,39.8606676,-104.68536732610298,80.0,839.0
2022,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",655.0,160.0,66.52,3.7,49.09,0.58,40.11,10.0,2.0,8395.0,3723.0,224.0,1758.0,62.0,2628.0,39.8606676,-104.68536732610298,79.0,827.0
2022,3,AA,American Airlines Network,DEN,"Denver, CO: Denver International",742.0,106.0,54.61,2.71,16.98,0.0,31.71,2.0,0.0,5878.0,3268.0,119.0,507.0,0.0,1984.0,39.8606676,-104.68536732610298,87.0,850.0
2022,2,AA,American Airlines Network,DEN,"Denver, CO: Denver International",708.0,127.0,63.98,4.3,36.51,0.0,22.21,58.0,0.0,8035.0,4397.0,631.0,1454.0,0.0,1553.0,39.8606676,-104.68536732610298,79.0,893.0
2022,1,AA,American Airlines Network,DEN,"Denver, CO: Denver International",769.0,126.0,60.07,1.79,34.83,0.12,29.19,13.0,0.0,8088.0,4189.0,71.0,1173.0,4.0,2651.0,39.8606676,-104.68536732610298,85.0,908.0
2023,12,AA,American Airlines Network,DEN,"Denver, CO: Denver International",708.0,133.0,50.35,3.93,33.19,0.3,45.23,0.0,2.0,7491.0,2941.0,642.0,1039.0,21.0,2848.0,39.8606676,-104.68536732610298,84.0,843.0
2023,11,AA,American Airlines Network,DEN,"Denver, CO: Denver International",716.0,122.0,51.96,1.59,31.3,1.1,36.05,0.0,0.0,5995.0,3182.0,83.0,902.0,48.0,1780.0,39.8606676,-104.68536732610298,85.0,838.0
2023,10,AA,American Airlines Network,DEN,"Denver, CO: Denver International",727.0,145.0,58.86,3.6,40.97,0.0,41.56,2.0,0.0,9485.0,4501.0,300.0,1759.0,0.0,2925.0,39.8606676,-104.68536732610298,83.0,874.0
2023,9,AA,American Airlines Network,DEN,"Denver, CO: Denver International",704.0,181.0,55.97,5.49,50.6,0.0,68.94,4.0,1.0,9452.0,3050.0,304.0,2300.0,0.0,3798.0,39.8606676,-104.68536732610298,79.0,890.0
2023,8,AA,American Airlines Network,DEN,"Denver, CO: Denver International",739.0,237.0,77.39,5.96,61.23,0.3,92.12,9.0,1.0,21177.0,6971.0,776.0,2876.0,29.0,10525.0,39.8606676,-104.68536732610298,75.0,986.0
2023,7,AA,American Airlines Network,DEN,"Denver, CO: Denver International",723.0,319.0,96.21,12.97,105.35,0.56,103.9,7.0,4.0,24784.0,7891.0,1293.0,5460.0,26.0,10114.0,39.8606676,-104.68536732610298,69.0,1053.0
2023,6,AA,American Airlines Network,DEN,"Denver, CO: Denver International",702.0,263.0,77.66,13.0,80.82,0.32,91.21,10.0,13.0,23617.0,7198.0,1161.0,4446.0,18.0,10794.0,39.8606676,-104.68536732610298,71.0,988.0
2023,5,AA,American Airlines Network,DEN,"Denver, CO: Denver International",664.0,217.0,53.58,5.43,78.42,0.38,79.19,4.0,1.0,15016.0,4268.0,469.0,3574.0,29.0,6676.0,39.8606676,-104.68536732610298,75.0,886.0
2023,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",679.0,189.0,50.23,6.22,53.56,0.0,78.99,10.0,1.0,12192.0,2989.0,455.0,2452.0,0.0,6296.0,39.8606676,-104.68536732610298,77.0,879.0
2023,3,AA,American Airlines Network,DEN,"Denver, CO: Denver International",696.0,232.0,73.79,4.85,76.64,0.05,76.67,7.0,1.0,13201.0,4938.0,524.0,2592.0,1.0,5146.0,39.8606676,-104.68536732610298,74.0,936.0
2023,2,AA,American Airlines Network,DEN,"Denver, CO: Denver International",638.0,195.0,60.1,5.05,59.45,0.62,69.79,11.0,0.0,12101.0,3003.0,254.0,2012.0,16.0,6816.0,39.8606676,-104.68536732610298,76.0,844.0
2023,1,AA,American Airlines Network,DEN,"Denver, CO: Denver International",693.0,180.0,50.75,7.84,74.6,0.76,46.05,11.0,1.0,10900.0,2392.0,872.0,3195.0,43.0,4398.0,39.8606676,-104.68536732610298,78.0,885.0
2022,12,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4160.0,956.0,372.07,38.18,252.06,4.27,289.42,23.0,9.0,70992.0,30634.0,3823.0,8822.0,185.0,27528.0,25.7949789,-80.28672341095405,81.0,5148.0
2022,11,AA,American Airlines Network,MIA,"Miami, FL: Miami International",3995.0,820.0,266.59,11.65,288.25,4.11,249.41,33.0,24.0,60048.0,22863.0,796.0,10272.0,140.0,25977.0,25.7949789,-80.28672341095405,82.0,4872.0
2022,10,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4308.0,683.0,233.93,7.67,190.49,3.2,247.71,15.0,7.0,53584.0,17173.0,949.0,9009.0,105.0,26348.0,25.7949789,-80.28672341095405,86.0,5013.0
2022,9,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4211.0,1006.0,256.11,25.33,428.19,3.6,292.77,170.0,7.0,64601.0,19644.0,1986.0,15822.0,140.0,27009.0,25.7949789,-80.28672341095405,78.0,5394.0
2022,8,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4423.0,1008.0,346.83,49.58,298.4,7.25,305.95,117.0,13.0,72545.0,28321.0,4494.0,11047.0,580.0,28103.0,25.7949789,-80.28672341095405,80.0,5561.0
2022,7,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4573.0,1155.0,384.97,51.97,312.13,3.45,402.48,137.0,15.0,91605.0,37673.0,5317.0,13138.0,114.0,35363.0,25.7949789,-80.28672341095405,78.0,5880.0
2022,6,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4451.0,1355.0,435.3,70.05,458.55,1.75,389.35,374.0,38.0,114252.0,44877.0,7382.0,25828.0,70.0,36095.0,25.7949789,-80.28672341095405,72.0,6218.0
2022,5,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4921.0,992.0,305.82,36.99,367.06,0.95,281.18,131.0,35.0,70257.0,25492.0,3678.0,16675.0,29.0,24383.0,25.7949789,-80.28672341095405,81.0,6079.0
2022,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4880.0,1063.0,305.31,31.04,423.39,5.51,297.75,208.0,29.0,88535.0,29897.0,3286.0,24827.0,170.0,30355.0,25.7949789,-80.28672341095405,79.0,6180.0
2022,3,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5378.0,1252.0,299.82,31.29,582.99,6.83,331.07,43.0,7.0,97608.0,35630.0,2630.0,26922.0,325.0,32101.0,25.7949789,-80.28672341095405,81.0,6680.0
2022,2,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4998.0,1323.0,399.22,40.78,550.44,5.35,327.21,260.0,8.0,101443.0,38679.0,6377.0,23383.0,195.0,32809.0,25.7949789,-80.28672341095405,76.0,6589.0
2022,1,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5475.0,1283.0,380.42,28.21,537.74,5.19,331.44,235.0,8.0,99234.0,43103.0,2182.0,20646.0,257.0,33046.0,25.7949789,-80.28672341095405,78.0,7001.0
2023,12,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4883.0,1069.0,302.08,12.15,513.19,6.26,235.31,0.0,5.0,66856.0,25618.0,790.0,16374.0,192.0,23882.0,25.7949789,-80.28672341095405,82.0,5957.0
2023,11,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4538.0,592.0,209.25,5.2,212.96,2.71,161.88,0.0,5.0,40731.0,16286.0,904.0,6332.0,85.0,17124.0,25.7949789,-80.28672341095405,88.0,5135.0
2023,10,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4325.0,601.0,218.5,10.87,213.88,6.92,150.83,3.0,16.0,42898.0,19364.0,713.0,7465.0,237.0,15119.0,25.7949789,-80.28672341095405,87.0,4945.0
2023,9,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4049.0,788.0,215.35,35.57,332.36,3.54,201.19,31.0,37.0,55904.0,17155.0,3519.0,15732.0,107.0,19391.0,25.7949789,-80.28672341095405,83.0,4905.0
2023,8,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4604.0,1094.0,315.59,30.91,351.33,6.24,389.93,86.0,34.0,102683.0,31859.0,3022.0,20060.0,366.0,47376.0,25.7949789,-80.28672341095405,79.0,5818.0
2023,7,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4602.0,1324.0,325.2,72.2,453.94,2.31,470.36,84.0,32.0,111924.0,27001.0,7100.0,22119.0,163.0,55541.0,25.7949789,-80.28672341095405,76.0,6042.0
2023,6,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4422.0,1250.0,317.4,57.43,423.41,3.8,447.96,131.0,73.0,121187.0,33047.0,5708.0,22680.0,223.0,59529.0,25.7949789,-80.28672341095405,75.0,5876.0
2023,5,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4466.0,803.0,258.04,20.38,245.58,4.72,274.27,13.0,29.0,67741.0,22736.0,1750.0,10037.0,252.0,32966.0,25.7949789,-80.28672341095405,84.0,5311.0
2023,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4228.0,1080.0,244.39,31.83,465.34,4.26,334.19,32.0,21.0,86825.0,22503.0,3542.0,23216.0,318.0,37246.0,25.7949789,-80.28672341095405,79.0,5361.0
2023,3,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4369.0,973.0,278.09,14.16,350.35,2.27,328.13,10.0,3.0,72656.0,24923.0,1140.0,14293.0,126.0,32174.0,25.7949789,-80.28672341095405,82.0,5355.0
2023,2,AA,American Airlines Network,MIA,"Miami, FL: Miami International",3989.0,685.0,257.56,21.88,172.6,3.69,229.28,20.0,11.0,55514.0,23314.0,1972.0,6168.0,66.0,23994.0,25.7949789,-80.28672341095405,85.0,4705.0
2023,1,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4297.0,856.0,268.55,22.49,336.78,3.62,224.55,40.0,4.0,68370.0,24561.0,1419.0,22287.0,92.0,20011.0,25.7949789,-80.28672341095405,83.0,5197.0
2022,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1152.0,309.0,93.86,11.01,94.05,0.0,110.08,8.0,2.0,23344.0,8668.0,987.0,4272.0,0.0,9417.0,40.6429479,-73.7793733748521,78.0,1471.0
2022,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1164.0,246.0,83.08,5.86,77.92,0.06,79.08,4.0,3.0,22146.0,8038.0,506.0,2693.0,2.0,10907.0,40.6429479,-73.7793733748521,82.0,1417.0
2022,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1273.0,298.0,103.07,4.75,135.01,0.19,54.98,4.0,3.0,21293.0,7075.0,304.0,4348.0,8.0,9558.0,40.6429479,-73.7793733748521,81.0,1578.0
2022,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1229.0,291.0,94.66,17.59,121.43,0.86,56.46,17.0,4.0,20300.0,8172.0,1114.0,4968.0,34.0,6012.0,40.6429479,-73.7793733748521,80.0,1541.0
2022,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1326.0,365.0,107.08,16.61,153.25,1.22,86.84,63.0,1.0,25189.0,7637.0,1291.0,8623.0,40.0,7598.0,40.6429479,-73.7793733748521,76.0,1755.0
2022,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1385.0,366.0,124.81,14.06,117.25,0.26,109.62,51.0,5.0,25924.0,10864.0,1151.0,5783.0,37.0,8089.0,40.6429479,-73.7793733748521,77.0,1807.0
2022,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1339.0,369.0,136.45,21.07,105.0,0.75,105.72,93.0,6.0,30737.0,12837.0,2066.0,7421.0,74.0,8339.0,40.6429479,-73.7793733748521,74.0,1807.0
2022,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1395.0,327.0,100.42,17.36,131.61,2.68,74.93,41.0,8.0,22880.0,8779.0,1601.0,6361.0,161.0,5978.0,40.6429479,-73.7793733748521,79.0,1771.0
2022,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1359.0,234.0,89.05,4.47,72.69,2.14,65.64,28.0,9.0,22589.0,9846.0,224.0,4883.0,85.0,7551.0,40.6429479,-73.7793733748521,83.0,1630.0
2022,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1496.0,281.0,103.42,1.28,108.21,3.36,64.73,10.0,5.0,18797.0,8854.0,139.0,3713.0,112.0,5979.0,40.6429479,-73.7793733748521,83.0,1792.0
2022,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1340.0,316.0,110.15,4.66,134.1,4.89,62.2,65.0,1.0,21124.0,8941.0,392.0,5078.0,266.0,6447.0,40.6429479,-73.7793733748521,78.0,1722.0
2022,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1471.0,187.0,71.26,3.89,55.55,2.66,53.63,141.0,2.0,12185.0,5560.0,239.0,1769.0,60.0,4557.0,40.6429479,-73.7793733748521,82.0,1801.0
2023,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1237.0,255.0,85.08,2.18,126.39,2.06,39.28,0.0,2.0,17606.0,10214.0,75.0,3851.0,45.0,3421.0,40.6429479,-73.7793733748521,83.0,1494.0
2023,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1183.0,179.0,59.47,1.98,71.6,2.59,43.36,0.0,5.0,11043.0,5439.0,91.0,1941.0,59.0,3513.0,40.6429479,-73.7793733748521,87.0,1367.0
2023,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1190.0,173.0,66.08,3.72,60.43,1.0,41.77,0.0,2.0,10798.0,3771.0,144.0,2053.0,25.0,4805.0,40.6429479,-73.7793733748521,87.0,1365.0
2023,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1219.0,281.0,70.64,21.39,135.32,0.72,52.94,24.0,14.0,23498.0,5772.0,1919.0,9765.0,13.0,6029.0,40.6429479,-73.7793733748521,79.0,1538.0
2023,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1220.0,307.0,108.58,16.89,88.99,1.73,90.82,8.0,2.0,27925.0,10897.0,2402.0,4092.0,41.0,10493.0,40.6429479,-73.7793733748521,79.0,1537.0
2023,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1202.0,415.0,92.07,25.62,215.04,0.51,81.75,46.0,7.0,42811.0,9141.0,2810.0,15598.0,11.0,15251.0,40.6429479,-73.7793733748521,72.0,1670.0
2023,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1167.0,362.0,104.78,17.94,138.94,1.0,99.34,24.0,4.0,32260.0,9074.0,2752.0,7737.0,25.0,12672.0,40.6429479,-73.7793733748521,75.0,1557.0
2023,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1204.0,232.0,100.87,7.61,68.75,1.0,53.77,4.0,1.0,16048.0,9162.0,491.0,2537.0,64.0,3794.0,40.6429479,-73.7793733748521,84.0,1441.0
2023,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1162.0,327.0,83.88,5.85,151.31,0.62,85.34,11.0,6.0,32051.0,11281.0,302.0,8609.0,25.0,11834.0,40.6429479,-73.7793733748521,77.0,1506.0
2023,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1221.0,258.0,91.07,6.01,60.83,1.79,98.32,4.0,4.0,23760.0,10839.0,887.0,2256.0,86.0,9692.0,40.6429479,-73.7793733748521,82.0,1487.0
2023,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1101.0,235.0,82.86,5.72,57.88,1.63,86.9,8.0,1.0,17868.0,5998.0,644.0,1930.0,96.0,9200.0,40.6429479,-73.7793733748521,82.0,1345.0
2023,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1211.0,263.0,67.94,4.56,108.03,4.26,78.21,11.0,2.0,20483.0,7321.0,283.0,5451.0,197.0,7231.0,40.6429479,-73.7793733748521,81.0,1487.0
2022,12,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1510.0,464.0,153.58,13.48,107.43,3.34,186.17,15.0,3.0,33994.0,12647.0,1306.0,4535.0,211.0,15295.0,28.412903550000003,-81.30944309752753,76.0,1992.0
2022,11,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1526.0,304.0,108.81,6.58,84.5,0.0,104.11,95.0,0.0,18706.0,6707.0,388.0,2814.0,0.0,8797.0,28.412903550000003,-81.30944309752753,79.0,1925.0
2022,10,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1448.0,233.0,92.67,8.95,42.0,0.24,89.14,2.0,0.0,15365.0,5324.0,848.0,1706.0,4.0,7483.0,28.412903550000003,-81.30944309752753,86.0,1683.0
2022,9,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1305.0,329.0,103.66,19.92,101.45,0.51,103.46,112.0,8.0,21527.0,7025.0,1980.0,4198.0,17.0,8307.0,28.412903550000003,-81.30944309752753,74.0,1754.0
2022,8,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1443.0,415.0,116.78,23.22,147.01,1.26,126.74,28.0,8.0,26412.0,7207.0,1548.0,7699.0,132.0,9826.0,28.412903550000003,-81.30944309752753,76.0,1894.0
2022,7,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1485.0,521.0,156.55,16.86,169.19,1.78,176.62,21.0,5.0,33769.0,9362.0,1636.0,8027.0,63.0,14681.0,28.412903550000003,-81.30944309752753,73.0,2032.0
2022,6,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1445.0,510.0,173.61,31.75,151.54,1.13,151.97,70.0,17.0,35571.0,11940.0,2998.0,8390.0,54.0,12189.0,28.412903550000003,-81.30944309752753,71.0,2042.0
2022,5,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1473.0,346.0,122.08,20.05,112.69,1.15,90.03,23.0,3.0,19897.0,7020.0,1166.0,4907.0,61.0,6743.0,28.412903550000003,-81.30944309752753,80.0,1845.0
2022,4,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1406.0,296.0,92.83,8.59,104.53,0.02,90.02,43.0,6.0,22650.0,5908.0,1374.0,7280.0,1.0,8087.0,28.412903550000003,-81.30944309752753,80.0,1751.0
2022,3,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1508.0,378.0,96.83,7.03,176.71,2.72,94.7,12.0,5.0,21100.0,5103.0,485.0,8979.0,71.0,6462.0,28.412903550000003,-81.30944309752753,79.0,1903.0
2022,2,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1337.0,282.0,124.18,9.66,75.44,0.35,72.37,75.0,2.0,18206.0,8271.0,1190.0,3000.0,14.0,5731.0,28.412903550000003,-81.30944309752753,79.0,1696.0
2022,1,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1450.0,218.0,87.53,8.61,60.16,0.0,61.7,37.0,0.0,11828.0,5142.0,793.0,2454.0,0.0,3439.0,28.412903550000003,-81.30944309752753,85.0,1705.0
2023,12,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1566.0,328.0,97.21,2.1,105.22,2.2,121.27,0.0,2.0,18781.0,5812.0,100.0,3856.0,130.0,8883.0,28.412903550000003,-81.30944309752753,83.0,1896.0
2023,11,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1489.0,219.0,70.52,1.7,68.72,0.74,77.31,0.0,2.0,12679.0,4462.0,88.0,1968.0,16.0,6145.0,28.412903550000003,-81.30944309752753,87.0,1710.0
2023,10,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1518.0,259.0,94.99,4.52,50.38,0.95,108.16,3.0,0.0,17512.0,6962.0,223.0,1935.0,18.0,8374.0,28.412903550000003,-81.30944309752753,85.0,1780.0
2023,9,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1380.0,304.0,84.64,12.45,84.89,1.99,120.03,16.0,13.0,25558.0,7572.0,1204.0,5271.0,145.0,11366.0,28.412903550000003,-81.30944309752753,81.0,1713.0
2023,8,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1556.0,417.0,116.27,19.65,100.2,0.0,180.87,24.0,12.0,44135.0,11845.0,2606.0,6022.0,0.0,23662.0,28.412903550000003,-81.30944309752753,77.0,2009.0
2023,7,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1580.0,590.0,161.19,33.14,183.71,1.57,210.39,27.0,10.0,58592.0,20365.0,2955.0,12149.0,230.0,22893.0,28.412903550000003,-81.30944309752753,72.0,2207.0
2023,6,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1510.0,508.0,127.21,22.66,165.89,1.2,191.04,26.0,15.0,46915.0,10821.0,3169.0,11905.0,84.0,20936.0,28.412903550000003,-81.30944309752753,73.0,2059.0
2023,5,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1514.0,380.0,128.89,13.11,81.06,0.4,156.54,6.0,9.0,30361.0,11083.0,1227.0,3874.0,13.0,14164.0,28.412903550000003,-81.30944309752753,79.0,1909.0
2023,4,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1498.0,415.0,114.12,19.95,111.61,1.45,167.87,15.0,3.0,30463.0,8305.0,1667.0,6242.0,35.0,14214.0,28.412903550000003,-81.30944309752753,78.0,1931.0
2023,3,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1528.0,431.0,121.56,7.67,129.17,1.14,171.46,8.0,3.0,31159.0,9585.0,688.0,6856.0,37.0,13993.0,28.412903550000003,-81.30944309752753,78.0,1970.0
2023,2,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1389.0,305.0,102.08,11.32,62.92,0.57,128.11,12.0,2.0,19435.0,7835.0,1112.0,2265.0,24.0,8199.0,28.412903550000003,-81.30944309752753,81.0,1708.0
2023,1,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1475.0,305.0,82.63,10.23,99.4,1.62,111.13,38.0,0.0,18437.0,4521.0,722.0,4929.0,84.0,8181.0,28.412903550000003,-81.30944309752753,81.0,1818.0
2022,12,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",755.0,291.0,80.67,8.64,114.31,0.4,86.99,6.0,1.0,18428.0,5377.0,736.0,4020.0,21.0,8274.0,37.622452,-122.38398938548364,72.0,1053.0
2022,11,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",753.0,229.0,81.99,1.82,68.61,0.65,75.93,4.0,0.0,13092.0,4762.0,62.0,2252.0,29.0,5987.0,37.622452,-122.38398938548364,76.0,986.0
2022,10,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",784.0,130.0,54.37,2.71,24.44,0.36,48.12,7.0,1.0,9119.0,4146.0,102.0,923.0,8.0,3940.0,37.622452,-122.38398938548364,85.0,922.0
2022,9,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",749.0,148.0,65.81,7.43,31.4,0.0,43.35,4.0,2.0,12482.0,6353.0,705.0,1256.0,0.0,4168.0,37.622452,-122.38398938548364,83.0,903.0
2022,8,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",866.0,232.0,83.36,18.41,46.93,0.09,83.21,28.0,0.0,13742.0,4574.0,1365.0,2221.0,8.0,5574.0,37.622452,-122.38398938548364,77.0,1126.0
2022,7,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",866.0,290.0,103.83,9.16,58.07,2.21,116.74,32.0,1.0,17370.0,5790.0,776.0,2413.0,88.0,8303.0,37.622452,-122.38398938548364,73.0,1189.0
